5.44359,3.02604,-7.49789,1
-6.24115,8.13823,-8.0678,2
0.270838,6.34362,-8.62003,3
0.571069,6.3691,-10.8324,3
5.67939,0.837542,-10.0468,1
-6.24426,7.24034,-3.41976,2
-3.05942,6.89118,-7.1549,0
2.01121,-7.772,-0.638449,4
4.49446,2.14995,-9.9096,1
-5.82269,6.24755,-5.56278,2
1.54779,-7.01325,-0.764605,4
1.23612,6.32389,-9.8666,3
-3.27382,8.04337,-6.36415,0
0.993982,4.80553,-10.5623,3
1.77643,4.95678,-10.8078,3
-6.65313,3.47724,-4.47112,2
-5.74235,6.51938,-3.37018,2
-3.32039,9.84057,-5.69681,0
2.21215,-7.44649,-2.02974,4
1.04777,-6.55241,-0.899532,4
-3.40204,11.384,-5.95086,0
3.69781,-6.91061,-4.81002,4
-2.92763,10.3148,-6.13626,0
2.13977,6.64239,-10.8359,3
1.85762,-7.58765,-1.66933,4
-2.78479,7.77976,-6.18791,0
2.85927,-6.2216,-1.90251,4
3.13095,-6.85005,-1.40869,4
1.94409,5.76091,-11.5683,3
1.33532,-6.03947,-2.90607,4
-5.62986,8.31485,-6.24055,2
-1.95933,8.13776,-6.13622,0
6.23574,3.55536,-10.9222,1
0.620423,-5.70402,-0.322334,4
2.40322,-8.15502,-0.87265,4
5.20565,1.30888,-9.28397,1
2.24803,-5.88056,-1.02944,4
2.4829,6.1254,-8.31608,3
-1.87847,9.9217,-7.64887,0
-7.67236,6.44407,-6.20272,2
-2.2317,10.3159,-5.99715,0
0.760664,6.45861,-9.1243,3
-6.28472,5.70847,-6.07444,2
6.52652,2.18957,-10.5877,1
7.15407,2.18287,-8.41804,1
-6.15601,4.27447,-5.42991,2
1.19391,6.48138,-8.64551,3
2.10316,-7.65758,-2.11587,4
1.3722,-8.15084,-2.09431,4
4.86601,3.66002,-10.8275,1
0.176946,4.93316,-9.75687,3
1.8621,-7.78039,-0.502672,4
1.38913,-5.31327,0.561422,4
1.30693,6.08108,-9.6754,3
1.863,-6.51184,0.502364,4
-1.87013,8.29326,-5.97046,0
1.17387,5.53622,-7.39103,3
3.35642,6.95873,-10.3982,3
-2.84762,10.11,-5.08271,0
2.108,6.19135,-9.16611,3
5.9315,3.01693,-9.72251,1
-2.78357,10.5531,-6.58111,0
0.883958,-8.48921,-0.0649378,4
-7.0237,6.2703,-5.4088,2
-2.8046,8.1876,-5.4714,0
0.825894,-6.82131,-1.34227,4
-5.47354,6.93767,-5.80886,2
1.56585,-5.98896,-2.5192,4
1.7574,6.67045,-9.53219,3
5.98183,2.26942,-8.45604,1
1.04318,7.42177,-9.17267,3
-2.73248,9.1257,-5.61173,0
1.31014,5.77166,-10.1074,3
-7.48992,6.67973,-5.10624,2
-6.7696,4.78209,-5.4642,2
-0.474526,7.06944,-8.39354,3
6.42647,2.4923,-8.87306,1
-7.12841,7.10449,-5.31418,2
0.052846,6.34428,-10.3923,3
5.9245,2.07849,-9.9331,1
4.57486,2.6405,-10.9254,1
1.62073,5.86025,-9.89225,3
6.2796,0.841037,-9.23554,1
-3.63367,9.10526,-6.78546,0
1.17269,4.67593,-9.27477,3
3.24871,-6.56375,-0.112484,4
-5.39984,7.01769,-4.61551,2
0.0783187,6.38328,-11.0809,3
2.1127,6.43604,-6.87702,3
5.88078,1.23622,-10.226,1
1.11807,-7.55203,-1.55738,4
6.88204,1.15946,-9.93545,1
3.7012,-7.13876,-3.52387,4
-1.34248,6.72552,-5.30165,0
1.47072,-7.26918,-1.45656,4
-7.39446,7.8835,-5.74052,2
6.64174,0.764987,-8.232,1
5.38569,0.408932,-9.67024,1
-7.29817,6.68498,-5.56723,2
0.720514,-7.05384,-2.60938,4
1.01902,7.78777,-7.74729,3
2.41986,-6.06673,-1.34122,4
4.87957,3.50044,-8.25523,1
0.52926,5.5701,-11.0553,3
-0.446255,7.61504,-11.5095,3
6.14546,0.903122,-10.1526,1
4.64385,2.1195,-9.19573,1
-3.07246,8.01533,-6.1473,0
-1.71281,6.25387,-9.48483,3
0.536043,-6.22033,-1.69009,4
2.5242,5.24656,-9.23456,3
-3.4039,7.93261,-7.59988,0
-5.60003,6.90498,-6.15656,2
-3.64435,8.50091,-6.37304,0
-7.52747,7.20328,-5.68698,2
-7.92041,6.894,-4.43188,2
0.999244,-6.84863,-0.902921,4
-2.46483,8.53336,-5.63795,0
2.58064,-6.8195,-2.03852,4
4.13836,0.402775,-7.71732,1
-6.8761,5.04181,-4.05959,2
-2.2045,10.3867,-6.71783,0
6.19254,1.46525,-10.2814,1
-6.06112,4.97606,-5.94117,2
2.44089,-7.41242,0.601288,4
-5.53837,5.40054,-6.09812,2
-0.101395,8.16269,-7.03144,0
-0.228861,4.18652,-8.37081,3
1.75439,6.08832,-8.47725,3
-7.54256,4.19172,-5.32572,2
-8.3609,7.56581,-5.2918,2
-7.44175,5.554,-4.15315,2
-7.28869,7.57281,-5.15028,2
0.993537,-8.21696,-0.512271,4
6.37733,1.79791,-10.3999,1
0.89599,6.13467,-7.38703,3
0.556413,6.67865,-9.2596,3
-3.60045,8.24871,-6.89786,0
6.16222,2.46798,-9.91863,1
-7.22695,7.22966,-6.40969,2
-7.4798,5.81502,-6.86752,2
6.36885,1.82061,-9.29221,1
-6.65145,7.54531,-6.52906,2
-1.44509,8.62787,-5.78764,0
1.8664,7.49175,-11.6379,3
-7.12187,5.8248,-4.55842,2
5.64325,2.11752,-9.43863,1
-5.39049,5.98588,-4.63501,2
-6.21451,6.06993,-4.16982,2
-1.49142,9.08085,-5.14569,0
-3.98438,9.51906,-6.5019,0
-7.47516,5.40354,-5.28487,2
-1.37826,9.90797,-6.87376,0
2.32826,6.05007,-7.25054,3
-2.75927,7.42573,-6.4214,0
-5.88878,6.37884,-6.19039,2
1.01279,-6.96138,-0.794052,4
2.12292,-6.27013,-1.65364,4
6.634,1.82568,-7.18578,1
5.11365,-6.58403,-0.661268,4
-4.64498,6.70778,-6.09614,2
4.97486,1.36155,-9.09965,1
6.01201,1.52547,-9.95897,1
1.17194,5.45042,-9.84516,3
-7.73231,5.94793,-6.30694,2
7.31888,1.72591,-9.1136,1
-1.7878,9.21423,-5.5034,0
-6.56301,5.90326,-5.915,2
1.09143,-8.24414,-1.63358,4
-5.5937,5.86398,-4.2405,2
7.56342,1.93648,-9.43428,1
-7.40944,7.28505,-3.63485,2
0.986019,4.51569,-9.75608,3
0.304681,4.48111,-10.3086,3
-8.14806,4.77084,-7.46705,2
7.12731,3.26549,-11.0348,1
-2.51268,9.31356,-7.62117,0
1.39971,-6.66161,-1.97595,4
-6.13721,5.82435,-6.06697,2
3.58973,-8.25499,-3.06989,4
6.11926,1.52567,-9.85135,1
4.58377,3.46742,-9.89821,1
2.82058,-5.13857,-2.26713,4
0.989747,-5.93184,-0.140646,4
-2.0727,7.81237,-6.74058,0
6.83472,2.73037,-9.29533,1
7.05029,1.1944,-9.55235,1
1.82259,-5.80499,-1.97411,4
-6.27611,5.53518,-4.00037,2
6.19181,2.18538,-10.6211,1
1.04992,-6.70846,-1.25423,4
-4.22679,7.4125,-6.32211,0
2.27932,6.67051,-8.74084,3
-6.11927,6.22163,-6.98185,2
7.72032,1.46752,-8.44044,1
5.03197,2.03677,-10.817,1
-2.19627,8.92126,-5.3149,0
3.17259,-8.50573,-1.92638,4
6.34497,1.70571,-9.4189,1
-3.51927,9.96927,-6.26569,0
5.4191,2.50909,-10.5027,1
2.10617,-7.01191,-0.486381,4
1.76102,-6.38585,-3.83275,4
-6.64161,6.89451,-5.75906,2
-5.55661,5.37338,-5.00952,2
-2.32608,7.85187,-5.0209,0
-2.43067,8.74466,-6.45682,0
-6.97833,5.30576,-5.53272,2
2.65185,-6.60025,-1.85216,4
-2.35016,9.33959,-5.21199,0
-5.73357,5.50824,-4.49372,2
8.23499,1.43726,-9.76081,1
1.9685,-8.57968,-1.9561,4
0.677046,6.64181,-11.4553,3
4.55512,2.58336,-9.51379,1
5.74229,2.10275,-9.14351,1
2.81641,-9.13687,-0.0715065,4
-6.65875,5.08572,-4.89216,2
1.62853,-5.10161,-1.23248,4
-8.24441,5.53236,-4.26872,2
-6.72754,6.32211,-6.02957,2
1.75002,-7.31,-0.329243,4
0.481272,6.64446,-8.13984,3
-1.56609,9.57298,-4.95289,0
4.17096,-6.96984,-1.85667,4
2.55462,-5.90906,-4.23475,4
-7.30284,5.97829,-4.09633,2
2.25258,-8.29183,-1.92155,4
-2.46249,9.45267,-6.07987,0
0.720782,-7.80844,-2.0801,4
2.19402,4.75684,-9.28028,3
1.95272,6.44841,-9.65031,3
1.13074,-6.86056,-0.244798,4
-6.97924,6.07741,-5.99751,2
-1.65283,8.5493,-4.63575,0
1.74832,-7.59313,-0.327182,4
3.0437,-8.15998,-1.68187,4
5.52261,0.82659,-10.7625,1
5.66635,0.652415,-8.69366,1
-6.53356,6.02564,-4.9522,2
0.0184404,7.70704,-9.19173,3
7.15131,1.80471,-9.83194,1
4.88962,1.61723,-9.67885,1
-1.86725,9.34379,-6.44592,0
-5.03617,5.97157,-6.54437,2
-6.78666,5.09715,-5.61531,2
-3.58432,9.2378,-7.34196,0
-6.36865,5.35504,-5.76513,2
-4.13825,9.41372,-5.92425,0
-2.3594,9.31394,-6.22194,0
5.7689,2.19067,-10.2106,1
1.71071,-5.28733,-0.818271,4
0.957207,6.10044,-10.6342,3
1.91613,-6.90857,-0.924131,4
-4.52659,10.6209,-4.669,0
0.14191,6.63066,-8.38706,3
4.69343,2.73983,-10.0926,1
2.84304,-7.68145,-3.35198,4
4.48302,3.05374,-12.1723,1
5.50244,0.835924,-9.79667,1
5.70688,1.78242,-9.24391,1
